region,dest_country,dest_city,dest_district,category,sub_category,merchant_name,mcc,visits,avg_spend_per_visit,price_low,price_high,price_range,est_recoverable_value,acceptance_density,cash_intensity,credit_share,cash_share,priority_rank
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Madame Masur,5812,6,45.0,15.0,45.0,$15–45 / visit,5.85834727292588e-08,0.22,0.4571,0.5428999999999999,0.4571,417
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Pande Home Stay,7011,7,10.0,15.0,50.0,$15–50 / visit,5.7203728624959874e-08,0.14,0.8005,0.1995,0.8005,418
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,New Delhi,5812,11,50.0,25.0,75.0,$25–75 / visit,4.1955196513586004e-08,0.31,0.4571,0.5428999999999999,0.4571,419
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Highway4,5812,9,60.0,25.0,50.0,$25–50 / visit,4.067607179500261e-08,0.29,0.316,0.6839999999999999,0.316,420
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Kek Seng,5812,11,30.0,15.0,35.0,$15–35 / visit,3.9901342600597834e-08,0.33,0.4729,0.5271,0.4729,421
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Hotel,Andrea Hotel,7011,10,10.0,15.0,50.0,$15–50 / visit,3.9585845930690634e-08,0.19,0.8005,0.1995,0.8005,422
SEA,Thailand,Bangkok,Khao San,dining,Fine Dining,Ranee's,5812,6,40.0,15.0,35.0,$15–35 / visit,3.7354471431941506e-08,0.22,0.4571,0.5428999999999999,0.4571,423
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Kafé bunuté,5812,7,10.0,5.0,20.0,$5–20 / visit,3.647470774900635e-08,0.14,0.8005,0.1995,0.8005,424
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Body Care Massage,5311,10,25.0,10.0,45.0,$10–45 / visit,2.6751814403885867e-08,0.31,0.4571,0.5428999999999999,0.4571,425
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Ngog Mai Hotel,7011,8,15.0,20.0,45.0,$20–45 / visit,2.5936208473881825e-08,0.29,0.316,0.6839999999999999,0.316,426
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Wheeler's,5812,10,75.0,20.0,65.0,$20–65 / visit,2.544221932964608e-08,0.33,0.4729,0.5271,0.4729,427
SEA,Indonesia,Yogyakarta,Malioboro,dining,Street & Local,Tahu Tek Jumbo,5812,10,5.0,5.0,10.0,$5–10 / visit,2.524104977117033e-08,0.19,0.8005,0.1995,0.8005,428
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Bali Moon,7011,7,5.0,15.0,65.0,$15–65 / visit,2.32573004829433e-08,0.14,0.8005,0.1995,0.8005,429
SEA,Thailand,Chiang Mai,Old City,retail,Premium Retail,Kodak Express,5311,10,35.0,5.0,35.0,$5–35 / visit,1.705770997087848e-08,0.31,0.4571,0.5428999999999999,0.4571,430
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Mid-scale Hotel,Nhà Khách Happy Moon,7011,8,70.0,30.0,100.0,$30–100 / visit,1.6537656669278244e-08,0.29,0.316,0.6839999999999999,0.316,431
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Kashmir,5812,10,55.0,20.0,85.0,$20–85 / visit,1.622267528431799e-08,0.33,0.4729,0.5271,0.4729,432
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Soto Mbak Nunung,5812,10,15.0,10.0,20.0,$10–20 / visit,1.609440391058453e-08,0.19,0.8005,0.1995,0.8005,433
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Texas BBQ,5812,6,5.0,5.0,15.0,$5–15 / visit,1.4829509518651328e-08,0.14,0.8005,0.1995,0.8005,434
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,New Boomerang,5812,10,40.0,20.0,40.0,$20–40 / visit,1.087647607963155e-08,0.31,0.4571,0.5428999999999999,0.4571,435
SEA,Vietnam,Hanoi,Ba Dinh,retail,Convenience,Kun's Mart,5311,8,40.0,15.0,40.0,$15–40 / visit,1.0544875454187392e-08,0.29,0.316,0.6839999999999999,0.316,436
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Gou Lou,5812,10,35.0,15.0,65.0,$15–65 / visit,1.0344034455899915e-08,0.33,0.4729,0.5271,0.4729,437
SEA,Indonesia,Yogyakarta,Malioboro,retail,General Retail,Hero Supermarket,5311,10,20.0,5.0,25.0,$5–25 / visit,1.0262245016960265e-08,0.19,0.8005,0.1995,0.8005,438
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Sen-San's warung,5812,6,5.0,5.0,15.0,$5–15 / visit,9.455712743835148e-09,0.14,0.8005,0.1995,0.8005,439
SEA,Thailand,Chiang Mai,Old City,lodging,Budget & Hostel,Rux-Thai Guest House,7011,10,20.0,20.0,60.0,$20–60 / visit,6.935147338813902e-09,0.31,0.4571,0.5428999999999999,0.4571,440
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,하노이 부라더스,5812,8,105.0,40.0,75.0,$40–75 / visit,6.72370944493532e-09,0.29,0.316,0.6839999999999999,0.316,441
SEA,Malaysia,Penang,George Town,lodging,Hotel,B Street Hotel,7011,10,50.0,30.0,75.0,$30–75 / visit,6.595647570427405e-09,0.33,0.4729,0.5271,0.4729,442
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Oxen Free,5812,9,15.0,5.0,20.0,$5–20 / visit,6.543496321654132e-09,0.19,0.8005,0.1995,0.8005,443
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Alam Jiwa,7011,6,20.0,20.0,45.0,$20–45 / visit,6.0292286391180915e-09,0.14,0.8005,0.1995,0.8005,444
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Ginger & Kafe,5812,9,65.0,25.0,50.0,$25–50 / visit,4.422045178872598e-09,0.31,0.4571,0.5428999999999999,0.4571,445
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Tu Linh Palace Hotel,7011,8,35.0,25.0,55.0,$25–55 / visit,4.287226425415995e-09,0.29,0.316,0.6839999999999999,0.316,446
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Oh Lay Ee Hokkien Mee,5812,9,35.0,10.0,40.0,$10–40 / visit,4.205570569080294e-09,0.33,0.4729,0.5271,0.4729,447
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Lotus Losmen,7011,9,15.0,20.0,55.0,$20–55 / visit,4.172317464720225e-09,0.19,0.8005,0.1995,0.8005,448
SEA,Indonesia,Bali,Ubud,dining,Casual Dining,CP Lounge,5812,6,20.0,10.0,25.0,$10–25 / visit,3.8444059128658935e-09,0.14,0.8005,0.1995,0.8005,449
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,Lucky Coffee,5812,9,55.0,25.0,75.0,$25–75 / visit,2.819620493792483e-09,0.31,0.4571,0.5428999999999999,0.4571,450
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Quan An Ngon,5812,7,75.0,25.0,85.0,$25–85 / visit,2.733656261221999e-09,0.29,0.316,0.6839999999999999,0.316,451
SEA,Malaysia,Penang,George Town,dining,Fast Food,Pizza Hut,5812,8,70.0,25.0,60.0,$25–60 / visit,2.6815901884775727e-09,0.33,0.4729,0.5271,0.4729,452
SEA,Indonesia,Yogyakarta,Malioboro,dining,Cafe & Coffee,Kopi Jos,5812,9,10.0,5.0,15.0,$5–15 / visit,2.660387073008776e-09,0.19,0.8005,0.1995,0.8005,453
SEA,Indonesia,Bali,Ubud,lodging,Budget & Hostel,Saren Indah,7011,6,20.0,20.0,60.0,$20–60 / visit,2.4513014363044976e-09,0.14,0.8005,0.1995,0.8005,454
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Kao Soy Nimman nearby,5812,9,55.0,15.0,65.0,$15–65 / visit,1.7978694037317738e-09,0.31,0.4571,0.5428999999999999,0.4571,455
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Street Food: BBQ Chicken,5812,7,65.0,20.0,45.0,$20–45 / visit,1.7430561890122719e-09,0.29,0.316,0.6839999999999999,0.316,456
SEA,Malaysia,Penang,George Town,dining,Cafe & Coffee,Mona Lisa Cafe,5812,7,125.0,40.0,95.0,$40–95 / visit,1.7098573952860386e-09,0.33,0.4729,0.5271,0.4729,457
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,warung oncor asli,5812,9,10.0,5.0,15.0,$5–15 / visit,1.6963376919610467e-09,0.19,0.8005,0.1995,0.8005,458
SEA,Indonesia,Bali,Ubud,dining,Cafe & Coffee,"Cafe Wayan, Bakery, cooking class",5812,5,10.0,5.0,15.0,$5–15 / visit,1.5630188038986357e-09,0.14,0.8005,0.1995,0.8005,459
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Eden Restaurant,5812,8,60.0,20.0,45.0,$20–45 / visit,1.1463721447588313e-09,0.31,0.4571,0.5428999999999999,0.4571,460
SEA,Vietnam,Hanoi,Ba Dinh,retail,Premium Retail,sakura,5311,7,55.0,20.0,65.0,$20–65 / visit,1.1114216959727878e-09,0.29,0.316,0.6839999999999999,0.316,461
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Il Bacaro,5812,7,75.0,20.0,70.0,$20–70 / visit,1.0902532104930572e-09,0.33,0.4729,0.5271,0.4729,462
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Manuk Londho,5812,9,15.0,10.0,15.0,$10–15 / visit,1.081632667051468e-09,0.19,0.8005,0.1995,0.8005,463
SEA,Indonesia,Bali,Ubud,dining,Street & Local,Locavore,5812,4,5.0,10.0,15.0,$10–15 / visit,9.966247908799629e-10,0.14,0.8005,0.1995,0.8005,464
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Dash,5812,8,90.0,25.0,90.0,$25–90 / visit,7.309591517332622e-10,0.31,0.4571,0.5428999999999999,0.4571,465
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Hotel,Hotel de l'Opera,7011,7,30.0,20.0,70.0,$20–70 / visit,7.086737616754658e-10,0.29,0.316,0.6839999999999999,0.316,466
SEA,Malaysia,Penang,George Town,dining,Fine Dining,Enoshima Izakaya,5812,6,95.0,35.0,65.0,$35–65 / visit,6.951761394063928e-10,0.33,0.4729,0.5271,0.4729,467
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Via Via Jogja,5812,8,10.0,5.0,20.0,$5–20 / visit,6.89679438225757e-10,0.19,0.8005,0.1995,0.8005,468
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Inter Bar,5812,7,25.0,15.0,40.0,$15–40 / visit,4.660801328306997e-10,0.31,0.4571,0.5428999999999999,0.4571,469
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Budget & Hostel,Khách Sạn Hanoi Street,7011,7,25.0,20.0,50.0,$20–50 / visit,4.518703407599767e-10,0.29,0.316,0.6839999999999999,0.316,470
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Hotel,Hotel Sekar Ayu,7011,8,15.0,20.0,55.0,$20–55 / visit,4.3975902540743276e-10,0.19,0.8005,0.1995,0.8005,471
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,Starbucks Coffee,5812,7,15.0,10.0,20.0,$10–20 / visit,2.9718581360447166e-10,0.31,0.4571,0.5428999999999999,0.4571,472
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cà Phê Bạch Thảo,5812,7,55.0,20.0,45.0,$20–45 / visit,2.881252501514868e-10,0.29,0.316,0.6839999999999999,0.316,473
SEA,Indonesia,Yogyakarta,Malioboro,dining,Cafe & Coffee,Pier 14 Coffee,5812,7,5.0,5.0,10.0,$5–10 / visit,2.8040273452953577e-10,0.19,0.8005,0.1995,0.8005,474
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Chiang Mai Saloon,5812,7,35.0,20.0,55.0,$20–55 / visit,1.8949404101683153e-10,0.31,0.4571,0.5428999999999999,0.4571,475
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Onion Cellar Ham Hanh,5812,6,80.0,20.0,60.0,$20–60 / visit,1.8371677068965302e-10,0.29,0.316,0.6839999999999999,0.316,476
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Ketoprak Jakarta,5812,7,10.0,10.0,15.0,$10–15 / visit,1.7879267732775811e-10,0.19,0.8005,0.1995,0.8005,477
SEA,Thailand,Chiang Mai,Old City,dining,Fine Dining,Aroon Rai,5812,5,55.0,15.0,65.0,$15–65 / visit,1.2082673511690098e-10,0.31,0.4571,0.5428999999999999,0.4571,478
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Trà Xuân Tửu,5812,6,50.0,20.0,40.0,$20–40 / visit,1.1714298491676286e-10,0.29,0.316,0.6839999999999999,0.316,479
SEA,Indonesia,Yogyakarta,Malioboro,lodging,Budget & Hostel,Trans Yogya,7011,7,30.0,25.0,50.0,$25–50 / visit,1.1400324436800481e-10,0.19,0.8005,0.1995,0.8005,480
SEA,Thailand,Chiang Mai,Old City,dining,Cafe & Coffee,North Mountain Coffee,5812,4,55.0,10.0,15.0,$10–15 / visit,7.704252777908443e-11,0.31,0.4571,0.5428999999999999,0.4571,481
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Cong Caphe,5812,6,70.0,15.0,115.0,$15–115 / visit,7.4693664947934e-11,0.29,0.316,0.6839999999999999,0.316,482
SEA,Indonesia,Yogyakarta,Malioboro,dining,Street & Local,Holyland Warung,5812,7,10.0,5.0,15.0,$5–15 / visit,7.269167798525745e-11,0.19,0.8005,0.1995,0.8005,483
SEA,Vietnam,Hanoi,Ba Dinh,lodging,Budget & Hostel,Soft pillow hostel,7011,6,40.0,25.0,90.0,$25–90 / visit,4.762678351860647e-11,0.29,0.316,0.6839999999999999,0.316,484
SEA,Indonesia,Yogyakarta,Malioboro,dining,Street & Local,Dunkin Donuts,5812,7,10.0,5.0,15.0,$5–15 / visit,4.635026027202415e-11,0.19,0.8005,0.1995,0.8005,485
SEA,Vietnam,Hanoi,Ba Dinh,dining,Fine Dining,Trà Bát Bảo Tuấn Béo,5812,6,85.0,20.0,100.0,$20–100 / visit,3.0368177942659894e-11,0.29,0.316,0.6839999999999999,0.316,486
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,La-capila,5812,6,10.0,5.0,15.0,$5–15 / visit,2.9554230784439366e-11,0.19,0.8005,0.1995,0.8005,487
SEA,Indonesia,Yogyakarta,Malioboro,dining,Casual Dining,Batik,5812,4,10.0,10.0,15.0,$10–15 / visit,1.884460954768533e-11,0.19,0.8005,0.1995,0.8005,488
SEA,Indonesia,Yogyakarta,Malioboro,dining,Street & Local,Dapur Sambal,5812,1,5.0,10.0,15.0,$10–15 / visit,1.2015853553924434e-11,0.19,0.8005,0.1995,0.8005,489
