decline_id,trip_id,member_id,category,dest_district,reason
D01465,T002858,M04797,dining,Khao San,card_not_accepted
D01466,T002171,M04131,retail,Old Quarter,card_not_accepted
D01467,T000963,M03249,retail,Ubud,card_not_accepted
D01468,T006579,M02534,lodging,Han River,card_not_accepted
D01469,T007542,M01728,retail,Han River,card_not_accepted
D01470,T001778,M03223,dining,Ba Dinh,card_not_accepted
D01471,T008649,M03219,retail,Khao San,card_not_accepted
D01472,T001127,M00212,dining,Khao San,card_not_accepted
D01473,T011415,M02163,dining,Ubud,card_not_accepted
D01474,T013286,M00544,dining,Old Quarter,card_not_accepted
D01475,T002192,M04000,retail,Ubud,card_not_accepted
D01476,T009117,M03696,dining,Ubud,card_not_accepted
D01477,T004778,M02310,lodging,Khao San,card_not_accepted
D01478,T011507,M02041,lodging,Khao San,card_not_accepted
D01479,T004939,M00030,dining,Ba Dinh,card_not_accepted
D01480,T001113,M03912,retail,Malioboro,card_not_accepted
D01481,T009571,M01160,dining,Old City,card_not_accepted
D01482,T011599,M00901,dining,George Town,card_not_accepted
D01483,T001106,M03109,lodging,Old City,card_not_accepted
D01484,T005660,M04818,transport,George Town,card_not_accepted
D01485,T008162,M03824,lodging,Khao San,card_not_accepted
D01486,T001517,M04760,dining,Malioboro,card_not_accepted
D01487,T009288,M00984,dining,Malioboro,card_not_accepted
D01488,T002190,M01575,dining,Khao San,card_not_accepted
D01489,T012154,M04469,retail,Malioboro,card_not_accepted
D01490,T006862,M00483,lodging,Malioboro,card_not_accepted
D01491,T003440,M01304,retail,Old Quarter,card_not_accepted
D01492,T004078,M00188,retail,Han River,card_not_accepted
D01493,T005856,M02965,retail,Malioboro,card_not_accepted
D01494,T000595,M03140,retail,Han River,card_not_accepted
D01495,T000109,M03342,transport,Ubud,card_not_accepted
D01496,T011549,M00855,transport,Old Quarter,card_not_accepted
D01497,T007229,M03386,transport,Malioboro,card_not_accepted
D01498,T014814,M01119,lodging,Han River,card_not_accepted
D01499,T008410,M03482,dining,Old Quarter,card_not_accepted
D01500,T014615,M00423,dining,Ba Dinh,card_not_accepted
D01501,T011237,M04810,retail,Malioboro,card_not_accepted
D01502,T014291,M04001,transport,Old Quarter,card_not_accepted
D01503,T003030,M02929,dining,George Town,card_not_accepted
D01504,T003575,M00247,retail,Khao San,card_not_accepted
D01505,T000484,M01766,dining,Old Quarter,card_not_accepted
D01506,T011445,M02775,lodging,Old City,card_not_accepted
D01507,T010327,M01731,lodging,Ba Dinh,card_not_accepted
D01508,T010858,M02989,lodging,Old Quarter,card_not_accepted
D01509,T011041,M00885,retail,Khao San,card_not_accepted
D01510,T009743,M02337,transport,Han River,card_not_accepted
D01511,T014458,M00190,dining,Khao San,card_not_accepted
D01512,T009216,M03376,retail,Ba Dinh,card_not_accepted
D01513,T006377,M00408,dining,Ubud,card_not_accepted
D01514,T008658,M00419,lodging,Ubud,card_not_accepted
D01515,T008196,M04611,retail,Khao San,card_not_accepted
D01516,T003194,M03111,dining,George Town,card_not_accepted
D01517,T001991,M03673,dining,Khao San,card_not_accepted
D01518,T005694,M03131,dining,Ba Dinh,card_not_accepted
D01519,T001069,M03907,dining,Malioboro,card_not_accepted
D01520,T011324,M00480,lodging,Ubud,card_not_accepted
D01521,T007839,M04770,transport,Ubud,card_not_accepted
D01522,T011947,M00747,transport,Ubud,card_not_accepted
D01523,T001810,M04110,retail,Ubud,card_not_accepted
D01524,T010310,M04971,transport,Ba Dinh,card_not_accepted
D01525,T013120,M03183,retail,Old Quarter,card_not_accepted
D01526,T005653,M02782,transport,Khao San,card_not_accepted
D01527,T007684,M01675,transport,Khao San,card_not_accepted
D01528,T004923,M02279,dining,Ubud,card_not_accepted
D01529,T010122,M02302,dining,George Town,card_not_accepted
D01530,T005626,M04628,dining,Ubud,card_not_accepted
D01531,T003927,M00279,dining,Ubud,card_not_accepted
D01532,T004793,M02127,transport,Malioboro,card_not_accepted
D01533,T011999,M02686,transport,George Town,card_not_accepted
D01534,T011902,M02593,retail,Ba Dinh,card_not_accepted
D01535,T013442,M00190,lodging,Old Quarter,card_not_accepted
D01536,T010327,M01731,dining,Ba Dinh,card_not_accepted
D01537,T001414,M03025,lodging,Han River,card_not_accepted
D01538,T005245,M01160,lodging,Malioboro,card_not_accepted
D01539,T006059,M02041,transport,George Town,card_not_accepted
D01540,T010327,M01731,transport,Ba Dinh,card_not_accepted
D01541,T001422,M02308,lodging,Old Quarter,card_not_accepted
D01542,T008941,M02149,dining,Han River,card_not_accepted
D01543,T005960,M03476,transport,Khao San,card_not_accepted
D01544,T007038,M03630,dining,Khao San,card_not_accepted
D01545,T012664,M03048,transport,Ubud,card_not_accepted
D01546,T012553,M02841,retail,Ba Dinh,card_not_accepted
D01547,T010769,M00965,retail,Ubud,card_not_accepted
D01548,T007516,M04550,transport,Ubud,card_not_accepted
D01549,T000054,M04580,transport,Old City,card_not_accepted
D01550,T012617,M01876,retail,George Town,card_not_accepted
D01551,T012900,M01085,dining,Malioboro,card_not_accepted
D01552,T011266,M00165,dining,Han River,card_not_accepted
D01553,T013421,M00378,transport,George Town,card_not_accepted
D01554,T009096,M02079,dining,Old Quarter,card_not_accepted
D01555,T008800,M04129,lodging,Old City,card_not_accepted
D01556,T004892,M00520,dining,Ubud,card_not_accepted
D01557,T013245,M02365,retail,Khao San,card_not_accepted
D01558,T014489,M01304,dining,Ubud,card_not_accepted
D01559,T000647,M00312,dining,Han River,card_not_accepted
D01560,T004413,M04695,transport,Old Quarter,card_not_accepted
D01561,T012880,M03233,transport,Han River,card_not_accepted
D01562,T001938,M00330,lodging,Malioboro,card_not_accepted
D01563,T013953,M03098,transport,Han River,card_not_accepted
D01564,T010681,M01538,retail,Malioboro,card_not_accepted
D01565,T001845,M01614,lodging,George Town,card_not_accepted
D01566,T011743,M01506,retail,Ubud,card_not_accepted
D01567,T013157,M02621,lodging,Old City,card_not_accepted
D01568,T012157,M04550,dining,George Town,card_not_accepted
D01569,T007477,M02384,retail,Old City,card_not_accepted
D01570,T010792,M03768,dining,Ubud,card_not_accepted
D01571,T008887,M00183,dining,Malioboro,card_not_accepted
D01572,T000520,M00194,dining,Khao San,card_not_accepted
D01573,T009950,M01989,retail,Malioboro,card_not_accepted
D01574,T001076,M01092,retail,Ba Dinh,card_not_accepted
D01575,T014515,M01124,retail,Malioboro,card_not_accepted
D01576,T005014,M02256,transport,Malioboro,card_not_accepted
D01577,T008131,M04627,dining,Ba Dinh,card_not_accepted
D01578,T003888,M04976,transport,Khao San,card_not_accepted
D01579,T010384,M03924,transport,Ba Dinh,card_not_accepted
D01580,T002355,M04732,lodging,Malioboro,card_not_accepted
D01581,T004815,M00083,dining,Ba Dinh,card_not_accepted
D01582,T010482,M02455,dining,Ubud,card_not_accepted
D01583,T012401,M00254,dining,George Town,card_not_accepted
D01584,T008935,M03444,lodging,George Town,card_not_accepted
D01585,T002230,M01581,retail,George Town,card_not_accepted
D01586,T014120,M02636,lodging,Khao San,card_not_accepted
D01587,T011355,M01192,dining,Ubud,card_not_accepted
D01588,T013535,M01595,lodging,Old Quarter,card_not_accepted
D01589,T014697,M03405,transport,Old City,card_not_accepted
D01590,T014236,M02216,transport,Han River,card_not_accepted
D01591,T007565,M03956,lodging,Ba Dinh,card_not_accepted
D01592,T013639,M04906,retail,Ubud,card_not_accepted
D01593,T005928,M02520,transport,Ubud,card_not_accepted
D01594,T006612,M04723,lodging,Old City,card_not_accepted
D01595,T001217,M04626,lodging,Ubud,card_not_accepted
D01596,T006784,M01508,dining,Ba Dinh,card_not_accepted
D01597,T010575,M04298,transport,Old Quarter,card_not_accepted
D01598,T003253,M04876,transport,Old Quarter,card_not_accepted
D01599,T008209,M03325,lodging,Han River,card_not_accepted
D01600,T004548,M03917,retail,Malioboro,card_not_accepted
D01601,T002537,M02252,retail,Ba Dinh,card_not_accepted
D01602,T003587,M02822,transport,Ba Dinh,card_not_accepted
D01603,T012066,M02243,lodging,Han River,card_not_accepted
D01604,T014745,M01065,transport,Old Quarter,card_not_accepted
D01605,T002156,M03352,transport,Old Quarter,card_not_accepted
D01606,T001739,M02884,lodging,Old City,card_not_accepted
D01607,T012664,M03048,dining,Ubud,card_not_accepted
D01608,T003977,M04294,transport,Old City,card_not_accepted
D01609,T001613,M02928,lodging,Malioboro,card_not_accepted
D01610,T001562,M04808,transport,Old City,card_not_accepted
D01611,T011948,M02412,dining,Malioboro,card_not_accepted
D01612,T007361,M03092,retail,Malioboro,card_not_accepted
D01613,T010099,M03240,dining,Ubud,card_not_accepted
D01614,T003631,M00873,retail,Khao San,card_not_accepted
D01615,T004595,M00857,transport,Khao San,card_not_accepted
D01616,T010589,M02735,dining,Old City,card_not_accepted
D01617,T004124,M00914,transport,Ubud,card_not_accepted
D01618,T014233,M04823,retail,Ubud,card_not_accepted
D01619,T006496,M02837,lodging,Han River,card_not_accepted
D01620,T002479,M03131,retail,Khao San,card_not_accepted
D01621,T004298,M01283,transport,Malioboro,card_not_accepted
D01622,T013240,M02416,retail,Ba Dinh,card_not_accepted
D01623,T010582,M01486,transport,Khao San,card_not_accepted
D01624,T002162,M00835,transport,Old Quarter,card_not_accepted
D01625,T005382,M00932,transport,Khao San,card_not_accepted
D01626,T001195,M02956,transport,George Town,card_not_accepted
D01627,T014886,M01333,retail,George Town,card_not_accepted
D01628,T006424,M02873,transport,Malioboro,card_not_accepted
D01629,T002671,M02579,lodging,George Town,card_not_accepted
D01630,T012385,M03475,lodging,Ba Dinh,card_not_accepted
D01631,T004628,M00503,dining,Ba Dinh,card_not_accepted
D01632,T011011,M00416,transport,Malioboro,card_not_accepted
D01633,T009048,M00751,retail,Malioboro,card_not_accepted
D01634,T000805,M01485,dining,Han River,card_not_accepted
D01635,T006347,M03394,retail,Ba Dinh,card_not_accepted
D01636,T009187,M00323,transport,Malioboro,card_not_accepted
D01637,T012024,M04263,lodging,George Town,card_not_accepted
D01638,T007934,M04387,dining,Ubud,card_not_accepted
D01639,T004935,M02920,retail,Ba Dinh,card_not_accepted
D01640,T002554,M03329,retail,Old City,card_not_accepted
D01641,T005760,M04486,transport,George Town,card_not_accepted
D01642,T004151,M01580,transport,Malioboro,card_not_accepted
D01643,T009765,M00015,transport,Ubud,card_not_accepted
D01644,T007254,M01383,dining,Malioboro,card_not_accepted
D01645,T014633,M00858,lodging,George Town,card_not_accepted
D01646,T011082,M01385,lodging,Ubud,card_not_accepted
D01647,T004427,M02430,retail,Han River,card_not_accepted
D01648,T006059,M02041,lodging,George Town,card_not_accepted
D01649,T012169,M01922,dining,Ubud,card_not_accepted
D01650,T004196,M00547,retail,Khao San,card_not_accepted
D01651,T008041,M02871,transport,Old Quarter,card_not_accepted
D01652,T003387,M02627,lodging,Ubud,card_not_accepted
D01653,T011008,M02980,lodging,Ba Dinh,card_not_accepted
D01654,T008963,M02167,dining,Ba Dinh,card_not_accepted
D01655,T002528,M01594,retail,Han River,card_not_accepted
D01656,T011813,M04656,lodging,Han River,card_not_accepted
D01657,T011715,M00005,transport,Malioboro,card_not_accepted
D01658,T012258,M02982,transport,Khao San,card_not_accepted
D01659,T001733,M01962,dining,Khao San,card_not_accepted
D01660,T013797,M04470,transport,Ubud,card_not_accepted
D01661,T002981,M03914,retail,Malioboro,card_not_accepted
D01662,T012187,M03895,transport,Ubud,card_not_accepted
D01663,T002077,M01398,lodging,Han River,card_not_accepted
D01664,T000704,M02421,retail,George Town,card_not_accepted
D01665,T006890,M00149,retail,Ubud,card_not_accepted
D01666,T012731,M04674,transport,Old Quarter,card_not_accepted
D01667,T006938,M02026,transport,George Town,card_not_accepted
D01668,T006897,M02613,retail,Old Quarter,card_not_accepted
D01669,T006709,M00929,lodging,Han River,card_not_accepted
D01670,T001786,M02841,lodging,Malioboro,card_not_accepted
D01671,T007249,M02654,lodging,Han River,card_not_accepted
D01672,T005952,M03768,transport,George Town,card_not_accepted
D01673,T011758,M04360,transport,Old Quarter,card_not_accepted
D01674,T003491,M02117,transport,Malioboro,card_not_accepted
D01675,T007957,M03896,dining,Ubud,card_not_accepted
D01676,T013159,M01106,retail,Malioboro,card_not_accepted
D01677,T001743,M00932,retail,Old Quarter,card_not_accepted
D01678,T002537,M02252,transport,Ba Dinh,card_not_accepted
D01679,T011507,M02041,transport,Khao San,card_not_accepted
D01680,T004845,M00421,transport,Old Quarter,card_not_accepted
D01681,T004512,M01845,retail,Ba Dinh,card_not_accepted
D01682,T001198,M00361,transport,Malioboro,card_not_accepted
D01683,T012394,M04763,retail,Ba Dinh,card_not_accepted
D01684,T011394,M00012,lodging,Ba Dinh,card_not_accepted
D01685,T007883,M00171,lodging,Han River,card_not_accepted
D01686,T005267,M00062,dining,Old Quarter,card_not_accepted
D01687,T012557,M03853,transport,Malioboro,card_not_accepted
D01688,T012685,M00614,transport,Old Quarter,card_not_accepted
D01689,T003410,M01684,transport,Malioboro,card_not_accepted
D01690,T007783,M00660,retail,Khao San,card_not_accepted
D01691,T007808,M04947,lodging,Old City,card_not_accepted
D01692,T009044,M04636,dining,Ubud,card_not_accepted
D01693,T012219,M00294,transport,Han River,card_not_accepted
D01694,T014835,M02479,retail,Old City,card_not_accepted
D01695,T005336,M01602,retail,Malioboro,card_not_accepted
D01696,T008162,M03824,transport,Khao San,card_not_accepted
D01697,T007417,M00858,lodging,Ubud,card_not_accepted
D01698,T011577,M03387,retail,Ubud,card_not_accepted
D01699,T000529,M00994,lodging,Ubud,card_not_accepted
D01700,T011222,M03957,lodging,Malioboro,card_not_accepted
D01701,T008749,M04674,transport,Han River,card_not_accepted
D01702,T008431,M04490,dining,George Town,card_not_accepted
D01703,T009058,M02365,transport,Malioboro,card_not_accepted
D01704,T000497,M02237,transport,Han River,card_not_accepted
D01705,T002262,M00843,transport,Old City,card_not_accepted
D01706,T000866,M03564,lodging,Han River,card_not_accepted
D01707,T011959,M04810,lodging,George Town,card_not_accepted
D01708,T011311,M04578,dining,Khao San,card_not_accepted
D01709,T000549,M04389,transport,Ubud,card_not_accepted
D01710,T002397,M01873,dining,Khao San,card_not_accepted
D01711,T009554,M04335,dining,Ubud,card_not_accepted
D01712,T002939,M02636,lodging,Malioboro,card_not_accepted
D01713,T012478,M03910,lodging,Ubud,card_not_accepted
D01714,T001755,M03966,dining,Khao San,card_not_accepted
D01715,T010168,M00703,lodging,Ubud,card_not_accepted
D01716,T009257,M00476,retail,Ba Dinh,card_not_accepted
D01717,T003524,M00769,lodging,Ubud,card_not_accepted
D01718,T004988,M04425,lodging,Han River,card_not_accepted
D01719,T004295,M03225,lodging,Han River,card_not_accepted
D01720,T004432,M02436,dining,George Town,card_not_accepted
D01721,T010176,M04411,lodging,Malioboro,card_not_accepted
D01722,T006220,M03913,dining,Old Quarter,card_not_accepted
D01723,T014660,M04628,transport,Malioboro,card_not_accepted
D01724,T006652,M01334,dining,Ba Dinh,card_not_accepted
D01725,T014277,M04530,retail,Ba Dinh,card_not_accepted
D01726,T006280,M02841,transport,Malioboro,card_not_accepted
D01727,T010886,M03078,dining,Old Quarter,card_not_accepted
D01728,T011549,M00855,lodging,Old Quarter,card_not_accepted
D01729,T008934,M04386,retail,Khao San,card_not_accepted
D01730,T014588,M04938,lodging,Khao San,card_not_accepted
D01731,T002893,M01811,lodging,George Town,card_not_accepted
D01732,T007936,M02490,retail,Malioboro,card_not_accepted
D01733,T012793,M01992,transport,Malioboro,card_not_accepted
D01734,T013337,M03979,dining,Old Quarter,card_not_accepted
D01735,T001566,M04563,lodging,Old City,card_not_accepted
D01736,T008948,M01951,lodging,Ubud,card_not_accepted
D01737,T012450,M03895,dining,George Town,card_not_accepted
D01738,T009342,M01630,retail,Ubud,card_not_accepted
D01739,T002942,M04668,dining,Old Quarter,card_not_accepted
D01740,T010307,M02281,dining,Old City,card_not_accepted
D01741,T014369,M00610,transport,Malioboro,card_not_accepted
D01742,T004614,M04233,lodging,Old City,card_not_accepted
D01743,T006731,M02785,transport,Khao San,card_not_accepted
D01744,T010087,M03307,retail,Malioboro,card_not_accepted
D01745,T012436,M00747,lodging,Ubud,card_not_accepted
D01746,T011961,M03316,lodging,Khao San,card_not_accepted
D01747,T003773,M02182,transport,Ubud,card_not_accepted
D01748,T012116,M02420,lodging,Old City,card_not_accepted
D01749,T002078,M03647,dining,Old City,card_not_accepted
D01750,T010681,M01538,transport,Malioboro,card_not_accepted
D01751,T011165,M01020,retail,Han River,card_not_accepted
D01752,T003251,M04110,retail,Ubud,card_not_accepted
D01753,T010823,M00958,dining,Old City,card_not_accepted
D01754,T012587,M01951,dining,Han River,card_not_accepted
D01755,T001508,M01137,retail,Old City,card_not_accepted
D01756,T010898,M03483,retail,Ubud,card_not_accepted
D01757,T012520,M00207,transport,Malioboro,card_not_accepted
D01758,T010857,M01728,dining,Khao San,card_not_accepted
D01759,T013110,M03151,dining,Han River,card_not_accepted
D01760,T001665,M00570,retail,Old City,card_not_accepted
D01761,T006111,M00211,retail,Han River,card_not_accepted
D01762,T005926,M02757,lodging,Old Quarter,card_not_accepted
D01763,T001127,M00212,lodging,Khao San,card_not_accepted
D01764,T007189,M02491,dining,Khao San,card_not_accepted
D01765,T012249,M02828,retail,Han River,card_not_accepted
D01766,T013426,M00533,retail,George Town,card_not_accepted
D01767,T011883,M02534,retail,Ba Dinh,card_not_accepted
D01768,T009227,M03999,dining,Malioboro,card_not_accepted
D01769,T005168,M02853,transport,Han River,card_not_accepted
D01770,T008066,M01452,transport,Ba Dinh,card_not_accepted
D01771,T005327,M02177,lodging,Han River,card_not_accepted
D01772,T008952,M02528,dining,Khao San,card_not_accepted
D01773,T008171,M03171,dining,George Town,card_not_accepted
D01774,T007624,M00190,transport,Ubud,card_not_accepted
D01775,T012587,M01951,lodging,Han River,card_not_accepted
D01776,T004780,M00494,retail,Ba Dinh,card_not_accepted
D01777,T002397,M01873,transport,Khao San,card_not_accepted
D01778,T008209,M03325,transport,Han River,card_not_accepted
D01779,T000183,M04933,lodging,Han River,card_not_accepted
D01780,T011228,M00276,lodging,George Town,card_not_accepted
D01781,T003312,M01182,dining,Malioboro,card_not_accepted
D01782,T007974,M01437,lodging,Old Quarter,card_not_accepted
D01783,T000623,M04027,lodging,Old Quarter,card_not_accepted
D01784,T008948,M01951,transport,Ubud,card_not_accepted
D01785,T003527,M02229,dining,Malioboro,card_not_accepted
D01786,T001413,M02356,lodging,Old Quarter,card_not_accepted
D01787,T007159,M04364,dining,Han River,card_not_accepted
D01788,T000153,M01551,retail,Old Quarter,card_not_accepted
D01789,T000959,M01996,retail,Malioboro,card_not_accepted
D01790,T003176,M01662,transport,George Town,card_not_accepted
D01791,T011920,M00297,dining,Malioboro,card_not_accepted
D01792,T006545,M01641,transport,Han River,card_not_accepted
D01793,T005978,M04530,transport,Ubud,card_not_accepted
D01794,T012040,M01723,transport,Malioboro,card_not_accepted
D01795,T013851,M04053,retail,Malioboro,card_not_accepted
D01796,T004466,M00014,transport,Malioboro,card_not_accepted
D01797,T006275,M02171,dining,Malioboro,card_not_accepted
D01798,T008130,M01366,dining,Ba Dinh,card_not_accepted
D01799,T011856,M03947,transport,Old Quarter,card_not_accepted
D01800,T004676,M03757,lodging,Han River,card_not_accepted
D01801,T006072,M04052,transport,Khao San,card_not_accepted
D01802,T003526,M00151,lodging,Ubud,card_not_accepted
D01803,T010918,M02281,dining,Malioboro,card_not_accepted
D01804,T002641,M01800,dining,Ubud,card_not_accepted
D01805,T010135,M04614,dining,Old City,card_not_accepted
D01806,T014525,M02260,dining,Han River,card_not_accepted
D01807,T013996,M03515,lodging,Ubud,card_not_accepted
D01808,T006002,M00504,lodging,George Town,card_not_accepted
D01809,T000756,M00100,transport,Khao San,card_not_accepted
D01810,T009919,M04276,retail,Ba Dinh,card_not_accepted
D01811,T009848,M03647,retail,Ba Dinh,card_not_accepted
D01812,T008760,M00223,dining,Malioboro,card_not_accepted
D01813,T006422,M04021,retail,Old City,card_not_accepted
D01814,T008094,M04234,lodging,Ba Dinh,card_not_accepted
D01815,T013222,M01245,lodging,Old Quarter,card_not_accepted
D01816,T001426,M02072,dining,Khao San,card_not_accepted
D01817,T006517,M00567,dining,Han River,card_not_accepted
D01818,T009314,M00648,dining,Han River,card_not_accepted
D01819,T002335,M01249,transport,Han River,card_not_accepted
D01820,T003677,M01296,retail,Han River,card_not_accepted
D01821,T009120,M04574,lodging,Khao San,card_not_accepted
D01822,T011831,M00223,transport,Malioboro,card_not_accepted
D01823,T004042,M02066,retail,Khao San,card_not_accepted
D01824,T001997,M00911,lodging,Old Quarter,card_not_accepted
D01825,T001562,M04808,dining,Old City,card_not_accepted
D01826,T001321,M04130,dining,Malioboro,card_not_accepted
D01827,T003909,M04841,lodging,George Town,card_not_accepted
D01828,T010192,M01885,retail,Malioboro,card_not_accepted
D01829,T010660,M02384,transport,Malioboro,card_not_accepted
D01830,T009306,M04930,transport,Old Quarter,card_not_accepted
D01831,T002620,M04240,dining,Khao San,card_not_accepted
D01832,T000513,M04604,lodging,Ubud,card_not_accepted
D01833,T006506,M01517,retail,Ba Dinh,card_not_accepted
D01834,T010764,M00967,dining,Ba Dinh,card_not_accepted
D01835,T013131,M01964,lodging,Ubud,card_not_accepted
D01836,T003147,M04088,lodging,Old City,card_not_accepted
D01837,T005188,M04816,dining,Khao San,card_not_accepted
D01838,T001060,M01660,transport,Malioboro,card_not_accepted
D01839,T008516,M02674,dining,Ba Dinh,card_not_accepted
D01840,T001381,M01062,transport,Khao San,card_not_accepted
D01841,T006175,M02141,retail,Old City,card_not_accepted
D01842,T003240,M02228,transport,Ubud,card_not_accepted
D01843,T009227,M03999,transport,Malioboro,card_not_accepted
D01844,T008811,M03439,retail,Han River,card_not_accepted
D01845,T006646,M01821,retail,Ubud,card_not_accepted
D01846,T006971,M01331,dining,Old Quarter,card_not_accepted
D01847,T008538,M03715,dining,Old City,card_not_accepted
D01848,T004198,M03332,transport,Ubud,card_not_accepted
D01849,T009453,M00103,dining,Old Quarter,card_not_accepted
D01850,T003933,M02568,lodging,Old City,card_not_accepted
D01851,T013550,M03954,retail,Ubud,card_not_accepted
D01852,T010504,M02782,retail,George Town,card_not_accepted
D01853,T012870,M01646,retail,Ubud,card_not_accepted
D01854,T004106,M02310,retail,Old City,card_not_accepted
D01855,T004179,M03233,retail,Ubud,card_not_accepted
D01856,T011203,M00107,retail,Ubud,card_not_accepted
D01857,T013571,M01091,dining,Malioboro,card_not_accepted
D01858,T011102,M04823,retail,Han River,card_not_accepted
D01859,T004031,M01627,retail,Malioboro,card_not_accepted
D01860,T012282,M00297,retail,Malioboro,card_not_accepted
D01861,T008568,M02550,lodging,Ba Dinh,card_not_accepted
D01862,T002235,M02615,dining,Malioboro,card_not_accepted
D01863,T013178,M04590,retail,Han River,card_not_accepted
D01864,T001745,M00563,retail,Ubud,card_not_accepted
D01865,T009746,M00810,retail,Old City,card_not_accepted
D01866,T009461,M00977,lodging,Ubud,card_not_accepted
D01867,T001461,M03067,transport,Han River,card_not_accepted
D01868,T007570,M03706,dining,Han River,card_not_accepted
D01869,T006683,M03915,transport,Ubud,card_not_accepted
D01870,T008572,M00103,transport,Old Quarter,card_not_accepted
D01871,T000490,M00208,retail,Old Quarter,card_not_accepted
D01872,T001993,M04527,lodging,Khao San,card_not_accepted
D01873,T006787,M03188,retail,Ubud,card_not_accepted
D01874,T013828,M00563,lodging,Khao San,card_not_accepted
D01875,T009391,M04143,lodging,Ubud,card_not_accepted
D01876,T004982,M04595,lodging,Ubud,card_not_accepted
D01877,T005561,M02367,transport,Ubud,card_not_accepted
D01878,T013769,M00755,transport,Old City,card_not_accepted
D01879,T009513,M04860,dining,Ubud,card_not_accepted
D01880,T001810,M04110,transport,Ubud,card_not_accepted
D01881,T011481,M02301,dining,George Town,card_not_accepted
D01882,T009023,M03323,transport,Old Quarter,card_not_accepted
D01883,T004897,M00568,lodging,Khao San,card_not_accepted
D01884,T005184,M01262,transport,Ubud,card_not_accepted
D01885,T014972,M04890,dining,Malioboro,card_not_accepted
D01886,T008240,M00101,dining,Ubud,card_not_accepted
D01887,T007646,M01877,dining,Malioboro,card_not_accepted
D01888,T012537,M00517,transport,Old City,card_not_accepted
D01889,T001926,M02621,dining,Malioboro,card_not_accepted
D01890,T014002,M04765,dining,Malioboro,card_not_accepted
D01891,T008917,M03457,dining,Malioboro,card_not_accepted
D01892,T000667,M01869,transport,Malioboro,card_not_accepted
D01893,T014515,M01124,lodging,Malioboro,card_not_accepted
D01894,T001076,M01092,dining,Ba Dinh,card_not_accepted
D01895,T014940,M00592,dining,Old Quarter,card_not_accepted
D01896,T002937,M01638,lodging,Old Quarter,card_not_accepted
D01897,T009340,M01398,transport,Malioboro,card_not_accepted
D01898,T000833,M00829,retail,Old City,card_not_accepted
D01899,T005966,M04301,transport,Khao San,card_not_accepted
D01900,T013975,M02874,dining,Ubud,card_not_accepted
D01901,T002229,M00541,dining,Ubud,card_not_accepted
D01902,T003011,M00513,dining,Old Quarter,card_not_accepted
D01903,T014906,M04506,dining,Old Quarter,card_not_accepted
D01904,T012036,M03166,transport,Old Quarter,card_not_accepted
D01905,T004092,M03719,lodging,Ubud,card_not_accepted
D01906,T013061,M03701,dining,Ubud,card_not_accepted
D01907,T001456,M02054,lodging,Old Quarter,card_not_accepted
D01908,T010502,M01753,lodging,George Town,card_not_accepted
D01909,T000587,M01091,retail,Ubud,card_not_accepted
D01910,T013323,M03486,dining,George Town,card_not_accepted
D01911,T013151,M01747,retail,Han River,card_not_accepted
D01912,T012061,M04331,transport,Han River,card_not_accepted
D01913,T006793,M03912,transport,Ubud,card_not_accepted
D01914,T003440,M01304,lodging,Old Quarter,card_not_accepted
D01915,T007800,M03951,lodging,Han River,card_not_accepted
D01916,T003257,M00190,lodging,Old City,card_not_accepted
D01917,T013159,M01106,lodging,Malioboro,card_not_accepted
D01918,T014514,M00057,transport,Han River,card_not_accepted
D01919,T004266,M00919,dining,Ubud,card_not_accepted
D01920,T004712,M00011,lodging,Khao San,card_not_accepted
D01921,T008944,M04973,dining,Old City,card_not_accepted
D01922,T003783,M01123,lodging,Ubud,card_not_accepted
D01923,T010179,M01222,dining,Old Quarter,card_not_accepted
D01924,T001668,M02025,dining,Old City,card_not_accepted
D01925,T014296,M00945,retail,Malioboro,card_not_accepted
D01926,T010672,M03246,dining,Han River,card_not_accepted
D01927,T012793,M01992,retail,Malioboro,card_not_accepted
D01928,T010367,M04063,lodging,Old City,card_not_accepted
D01929,T005247,M03277,dining,Ubud,card_not_accepted
D01930,T013420,M01397,transport,Han River,card_not_accepted
D01931,T003559,M00048,transport,Old Quarter,card_not_accepted
D01932,T008026,M03788,retail,Ubud,card_not_accepted
D01933,T009353,M00982,retail,Old Quarter,card_not_accepted
D01934,T011831,M00223,lodging,Malioboro,card_not_accepted
D01935,T012956,M04580,transport,Old Quarter,card_not_accepted
D01936,T011813,M04656,retail,Han River,card_not_accepted
D01937,T012548,M01375,dining,Ubud,card_not_accepted
D01938,T010012,M04779,transport,Malioboro,card_not_accepted
D01939,T006622,M02263,lodging,Malioboro,card_not_accepted
D01940,T007953,M01044,transport,Ubud,card_not_accepted
D01941,T002491,M03193,dining,Ba Dinh,card_not_accepted
D01942,T000204,M03172,dining,Old Quarter,card_not_accepted
D01943,T012609,M01012,dining,Ubud,card_not_accepted
D01944,T008130,M01366,transport,Ba Dinh,card_not_accepted
D01945,T012249,M02828,lodging,Han River,card_not_accepted
D01946,T001658,M03082,lodging,Old City,card_not_accepted
D01947,T001390,M01324,retail,Ubud,card_not_accepted
D01948,T004841,M04025,retail,Malioboro,card_not_accepted
D01949,T010729,M01856,transport,Old City,card_not_accepted
D01950,T013897,M04013,transport,Old Quarter,card_not_accepted
D01951,T009720,M02491,lodging,Ubud,card_not_accepted
