member_id,segment,home_market,pattern,is_targeted,recommended_intervention,top_category,top_subcategory,top_merchant,recommended_voucher,predicted_uplift,te_points,te_credit,expected_spend,leakage_estimate,total_spend,category_hhi,merchant_diversity,threshold_score,mean_cash
M03577,gold,United States,Threshold Chaser,True,"Spend X, get Y back",lodging,Upscale Hotel,Hôtel Particulier Montmartre,Spend & get-back at Hôtel Particulier Montmartre,0.1851701678350198,0.14435018610391598,0.12726072787729326,3083.46,3390.4114228783424,3083.46,0.3742042566760026,0.9090909090909091,0.36363636363636365,0.05026666666666666
M03578,core,Japan,Merchant Explorer,True,Merchant-specific voucher,lodging,Upscale Hotel,Hôtel Particulier Montmartre,Hôtel Particulier Montmartre voucher,0.16515840968027962,0.133458341004881,0.1511792669683624,5432.54,3151.0947445059974,6180.24,0.4171919322384023,1.0,0.14285714285714285,0.20083333333333334
M03579,gold,Australia,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Nishiki Market stalls,Spend & get-back at Nishiki Market stalls,0.16617466040317433,0.12786356901213985,0.1411224362125595,1406.57,1085.6845209129503,2192.88,0.3675671820415796,1.0,0.45454545454545453,0.4633333333333333
M03580,gold,Hong Kong,Low Responsiveness,False,No incentive,lodging,Budget & Hostel,Causeway Inn on the Mall,—,0.1160971402248092,0.1160971402248092,0.10762591881210712,2913.64,116.45282770183512,2950.7000000000003,0.46325787203586716,1.0,0.23076923076923078,0.163425
M03581,core,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Uobei Shibuya,3x points on dining,0.15925787428835753,0.13817783194848463,0.12928716704500315,12430.449999999999,4836.298953029016,12430.449999999999,0.35793640742156435,0.9444444444444444,0.2222222222222222,0.24421999999999996
M03582,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Kukuru Takoyaki,Cashback at Kukuru Takoyaki,0.1246790299968036,0.1246790299968036,0.1589188771287089,631.06,264.8848448345495,656.5699999999999,0.28149697339996177,1.0,0.3076923076923077,0.318275
M03584,core,Singapore,Points Optimiser,True,2x / 3x points,dining,Street & Local,Warung Mendez,3x points on dining,0.4,0.4,0.3650974333283545,11.94,140.86458354329656,18.69,0.4788937584039212,1.0,0.0,0.8005
M03587,gold,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Breizh Café,3x points on dining,0.18496988679516735,0.14706260804453813,0.13930405783128563,2022.1699999999998,610.2151478241301,2030.6799999999998,0.3974267269097113,1.0,0.2857142857142857,0.25645
M03588,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Apparel,Capitol Square Computer Centre,Cashback at Capitol Square Computer Centre,0.12070162893506407,0.12070162893506407,0.1668101312834243,656.25,4.046187291700363,670.08,0.33131125175633697,1.0,0.14285714285714285,0.24855
M03589,gold,Japan,Already Loyal,False,No incentive,dining,Fine Dining,Kyubey,—,0.1489947126707579,0.10920394194022055,0.11886186521038337,8361.71,271.00433202219506,8361.71,0.6195913551429648,1.0,0.0,0.0783
M03590,core,Japan,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),retail,Premium Retail,Chinatown Complex,—,0.12226838574450608,0.12226838574450608,0.1772390132295563,1006.6,79.669598542334,1116.42,0.32643679544442183,1.0,0.3333333333333333,0.44906666666666667
M03591,gold,Singapore,Points Optimiser,True,2x / 3x points,lodging,Upscale Hotel,Parkroyal Collection Pickering,3x points on lodging,0.16446034842198792,0.1311782061249055,0.1194274124677638,4210.57,1388.4479471397672,4214.96,0.3799339432275433,1.0,0.21428571428571427,0.27827999999999997
M03592,gold,Hong Kong,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Bird Land,Bird Land voucher,0.15966705136109638,0.11818767077004069,0.11723603693972443,5874.370000000001,452.0429131595872,6131.9800000000005,0.514548868440212,1.0,0.28,0.2455285714285714
M03593,core,Singapore,Category Loyalist,True,Category-specific reward,retail,Premium Retail,Florist,Premium Retail reward (retail),0.30438336898801216,0.30438336898801216,0.3246656387021021,396.53,923.5163905665829,433.88000000000005,0.7766547631947259,1.0,0.0,0.26395
M03595,platinum,Singapore,Threshold Chaser,True,"Spend X, get Y back",lodging,Upscale Hotel,JW Marriott Bangkok,Spend & get-back at JW Marriott Bangkok,0.2503379483894585,0.2503379483894585,0.20027830041320416,678.16,957.0444777270432,3005.45,0.37178676093568186,1.0,0.625,0.31806666666666666
M03596,core,Australia,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Kyubey,Cashback at Kyubey,0.1195306045555902,0.1195306045555902,0.1509294523332695,3615.57,661.2471900014974,4015.2599999999998,0.41942920719455246,1.0,0.25,0.35355
M03597,gold,Singapore,Immediate Value Seeker,True,Cashback / statement credit,transport,Premium Transport,Italo,Cashback at Italo,0.2041606528898461,0.2041606528898461,0.21152849535205934,164.75,210.44965777176435,163.75,0.38323253330225515,1.0,0.3333333333333333,0.0708
M03599,gold,Singapore,Points Optimiser,True,2x / 3x points,transport,Premium Transport,Seonjeongneung,3x points on transport,0.15416892376873326,0.11996573853788076,0.11848123255267083,10211.470000000001,1565.7900854079007,10211.47,0.2813708199028668,1.0,0.058823529411764705,0.12958
M03600,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Walker's Doughnuts,Cashback at Walker's Doughnuts,0.1170499253654638,0.1170499253654638,0.1458407780929565,1998.79,33.82200585017529,2180.21,0.32857390433109274,1.0,0.2857142857142857,0.178
M03601,platinum,Australia,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Tsukiji Sushi Sen,Tsukiji Sushi Sen voucher,0.1529860626696679,0.11292398550004296,0.1272548214195305,14713.24,2504.279730185968,15361.84,0.32875539141513865,0.9333333333333333,0.17777777777777778,0.2683384615384615
M03603,centurion,Australia,Points Optimiser,True,2x / 3x points,lodging,Hotel,Hard Rock Hotel Patong,3x points on lodging,0.16370391639505927,0.16370391639505927,0.16351628655091976,1403.28,780.6518629859443,4471.43,0.465272962852105,1.0,0.09090909090909091,0.34359999999999996
M03604,gold,Singapore,Category Loyalist,True,Category-specific reward,dining,Fine Dining,L'As du Fallafel,Fine Dining reward (dining),0.23646330123582512,0.23646330123582512,0.20532311558267002,317.14,37.195969717159024,336.18,0.6329145279926951,1.0,0.0,0.04
M03606,platinum,Singapore,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Tosokchon nearby,3x points on dining,0.12864513200138317,0.12864513200138317,0.12003797447689687,5908.299999999999,19.432914637035935,5908.299999999999,0.35471820154563966,1.0,0.25,0.04
M03607,gold,Hong Kong,Already Loyal,False,No incentive,retail,Premium Retail,Get & Go,—,0.12676574698322166,0.13532112534883434,0.07198219861667245,20479.96,4169.5088130318945,21714.76,0.7500116647925826,1.0,0.15,0.26394999999999996
M03609,core,Hong Kong,Merchant Explorer,True,Merchant-specific voucher,retail,Premium Retail,Burberry,Burberry voucher,0.17352327747246118,0.14334892090589252,0.158752653923129,6076.87,3231.390568559205,6177.92,0.3545882902133581,1.0,0.15384615384615385,0.2609375
M03610,gold,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),retail,Premium Retail,Landmark,—,0.151535438581417,0.13029437805620459,0.09696297739329215,4037.98,1150.9721816689453,4415.17,0.3003407992389998,0.9285714285714286,0.14285714285714285,0.549525
M03612,gold,Japan,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),lodging,Hotel,Imperial Hotel Tokyo,—,0.1215659681997364,0.1215659681997364,0.11902040206235097,2667.84,33.714226316269475,2680.15,0.3837834696696449,1.0,0.16666666666666666,0.45855
M03613,gold,Japan,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Gion Karyo,3x points on dining,0.11900076406474577,0.11900076406474577,0.09953721774808372,2368.5,863.7114446222486,2383.6,0.31482599248779497,1.0,0.3333333333333333,0.09106666666666667
M03616,core,Japan,Points Optimiser,True,2x / 3x points,dining,Cafe & Coffee,Manzi Art Space and Cafe,3x points on dining,0.3553413614870591,0.3553413614870591,0.29347812947034985,55.94,137.93905065232605,55.94,0.34261100527929145,1.0,0.0,0.316
M03618,gold,Hong Kong,Low Responsiveness,False,No incentive,transport,Premium Transport,Keihan,—,0.10689015268521232,0.10689015268521232,0.11118576330046605,1933.6399999999999,238.1957938097973,1933.64,0.28028636563827375,1.0,0.0,0.1166
M03619,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Yung Kee,Yung Kee voucher,0.16579259315055667,0.12277806856251337,0.1661569805315175,2834.46,170.80852605380085,3057.05,0.28863294763856207,1.0,0.17391304347826086,0.20598333333333332
M03623,core,United States,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Brunetti Oro,Spend & get-back at Brunetti Oro,0.15298507885170956,0.11375957957735013,0.16437403244037574,4770.12,530.986734082052,4774.72,0.4567207236998227,1.0,0.36363636363636365,0.249275
M03624,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Yat Lok,Cashback at Yat Lok,0.15757652260791732,0.12714481661714822,0.14626495475117632,3908.37,2035.3644972344484,3931.67,0.3145581231857953,1.0,0.26666666666666666,0.257425
M03627,core,Singapore,Low Responsiveness,False,No incentive,dining,Fine Dining,고기고,—,0.10361258164321345,0.10361258164321345,0.16490269319347883,992.1700000000001,3.3012322870761466,992.1700000000001,0.29207146770383574,1.0,0.25,0.04
M03629,gold,Australia,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Armando al Pantheon,Armando al Pantheon voucher,0.15967224659042045,0.13443678060158154,0.10016895851686132,6659.889999999999,1709.7464231110384,6812.75,0.2687551373998237,1.0,0.35,0.2707
M03630,gold,Hong Kong,Points Optimiser,True,2x / 3x points,dining,Fast Food,McDonald's,3x points on dining,0.11801925938494956,0.11801925938494956,0.09746131055019808,3407.55,309.48942724795404,3407.55,0.3664639211443585,1.0,0.3333333333333333,0.27103333333333335
M03631,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,retail,Convenience,Crystal Mart,Cashback at Crystal Mart,0.15922947830761766,0.11489742856301133,0.18479120002917465,1747.6799999999998,770.726139798911,1854.13,0.3281713200796125,1.0,0.125,0.15656
M03632,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,lodging,Upscale Hotel,Swissotel Nankai Osaka,Cashback at Swissotel Nankai Osaka,0.17441030034953936,0.1293819347719138,0.16138127539076347,3095.25,1617.9647815347194,3470.92,0.2782604634930141,1.0,0.3125,0.190275
M03633,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Sneaker Street,Cashback at Sneaker Street,0.11742942375217783,0.11742942375217783,0.17554801273730392,1438.99,281.2095526928574,1438.99,0.2737432787923575,1.0,0.25,0.14
M03634,platinum,Australia,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Hong-bok,—,0.1517418151470447,0.12117595422837335,0.11340624270072992,3448.68,149.80038578026677,3589.2,0.35736096477142704,1.0,0.16666666666666666,0.547
M03635,core,United States,Category Loyalist,True,Category-specific reward,retail,Premium Retail,Nishiki Market stalls,Premium Retail reward (retail),0.12711407701297212,0.12043672470149674,0.15253165994818546,4653.93,5326.932772182228,5218.83,0.6239918208999987,1.0,0.11764705882352941,0.29700000000000004
M03636,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Ichiran Dotonbori,Cashback at Ichiran Dotonbori,0.1197247648670378,0.1197247648670378,0.16305803177683276,1147.1200000000001,105.81860058663372,1649.8,0.4045811614998506,1.0,0.25,0.29475
M03638,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,General Retail,tạp hóa,Cashback at tạp hóa,0.235366123635811,0.235366123635811,0.315604200468762,24.28,34.88584047847648,39.64,0.42633257847366973,1.0,0.0,0.316
M03639,gold,Singapore,Points Optimiser,True,2x / 3x points,retail,Premium Retail,BHV Marais,3x points on retail,0.1580852160261967,0.12891605635269365,0.10480114035900227,2824.58,1032.3881181192478,3057.08,0.30152409173971656,1.0,0.26666666666666666,0.171125
M03640,core,Australia,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Lau Pa Sat nearby,Spend & get-back at Lau Pa Sat nearby,0.11977946182971999,0.11977946182971999,0.16745006988132288,1146.15,459.3992170170448,1505.04,0.34722948400770776,1.0,0.4,0.2875666666666667
M03641,gold,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,Lucky Chan,—,0.14720082349005276,0.10949169538811593,0.10493905198372086,4371.5,1105.204460500977,6949.92,0.27011524068979675,0.8888888888888888,0.3888888888888889,0.3651
M03642,platinum,Singapore,Already Loyal,False,No incentive,retail,Premium Retail,Kagui,—,0.14225152234120036,0.12281993772383767,0.08607852294038774,7749.38,349.4258320518338,7843.56,0.28572388321450787,1.0,0.2,0.26842499999999997
M03643,core,Hong Kong,Points Optimiser,True,2x / 3x points,retail,Convenience,7-Eleven,3x points on retail,0.32544536120332046,0.32544536120332046,0.21170645051636966,64.83,288.2159233234334,493.97999999999996,0.32220941389440405,1.0,0.25,0.4571
M03644,core,Hong Kong,Category Loyalist,True,Category-specific reward,dining,Casual Dining,Highway4,Casual Dining reward (dining),0.3694257725393212,0.3694257725393212,0.2018245451468015,59.3,210.50891560327852,59.3,0.6209026045858228,1.0,0.5,0.316
M03645,gold,Hong Kong,Already Loyal,False,No incentive,retail,Premium Retail,Landmark,—,0.13740433684787887,0.13740433684787887,0.077207905097289,9568.08,3147.0995697003896,9568.08,0.5002660954295608,1.0,0.0,0.30368
M03646,gold,Hong Kong,Points Optimiser,True,2x / 3x points,dining,Fine Dining,Armando al Pantheon,3x points on dining,0.15805240233256157,0.1269829571639589,0.10508769285061628,4487.28,1360.5594759595956,5509.02,0.40557739762210343,0.95,0.15,0.22292
M03647,gold,Hong Kong,Already Loyal,False,No incentive,retail,Premium Retail,Kuromon Market,—,0.13145147013285274,0.13145147013285274,0.0956262348507129,28212.46,6308.407962878115,28459.11,0.35062893476863566,0.8444444444444444,0.24444444444444444,0.23712142857142857
M03650,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Seonchang Fish Restaurant,Spend & get-back at Seonchang Fish Restaurant,0.1661987109391214,0.11899778049395085,0.17186546723650709,2293.32,4.545913074584206,2333.14,0.30385548848876615,1.0,0.45454545454545453,0.32683333333333336
M03651,core,Japan,Already Loyal,False,No incentive,retail,Premium Retail,Tokyu Hands Shibuya,—,0.14424171387361934,0.13899748536949239,0.13305696051002483,9467.42,8121.142703797796,14291.09,0.31871147554926804,0.9,0.21428571428571427,0.4875
M03652,core,United States,Threshold Chaser,True,"Spend X, get Y back",retail,Premium Retail,Campo de' Fiori market,Spend & get-back at Campo de' Fiori market,0.1384539955361064,0.11794851535483963,0.13585385706334627,4843.54,2758.7280649276922,4843.54,0.3413582698215234,0.8181818181818182,0.36363636363636365,0.060533333333333335
M03653,core,Australia,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Yung Kee,Fine Dining reward (dining),0.14078964107007116,0.14078964107007116,0.15987304954378656,3101.4800000000005,1198.0831727274535,3150.74,0.5464476238994872,1.0,0.21428571428571427,0.23974
M03654,core,Singapore,Category Loyalist,True,Category-specific reward,lodging,Upscale Hotel,Berchielli,Upscale Hotel reward (lodging),0.1735177474285791,0.1735177474285791,0.2177603152240783,688.89,1934.7726005390236,1079.79,0.5517003138137536,1.0,0.16666666666666666,0.43565
M03655,gold,Singapore,Low Responsiveness,False,No incentive,retail,Premium Retail,Harry Potter,—,0.11222413382637937,0.11222413382637937,0.1136180224746095,1592.15,9.469987241404596,2400.68,0.29807443934034233,1.0,0.375,0.29475
M03659,core,Australia,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Lane Crawford,Cashback at Lane Crawford,0.16205753810729787,0.12909024823389698,0.14560723593099528,6167.37,2373.755579179655,6167.37,0.28417591135930054,0.85,0.2,0.1034
M03660,centurion,Hong Kong,Already Loyal,False,No incentive,lodging,Upscale Hotel,LOOKHOME Myeongdong,—,0.13653206709508767,0.13552822680966042,0.0884168979384334,27179.07,3745.6505940850343,27179.07,0.30749299689626564,1.0,0.2727272727272727,0.12
M03661,platinum,Singapore,Points Optimiser,True,2x / 3x points,transport,Premium Transport,ETS,3x points on transport,0.2470635931942597,0.2219170033844681,0.19451789679444195,2619.8,3889.919176861348,9688.73,0.2646693119450334,1.0,0.2857142857142857,0.27185
M03662,gold,Hong Kong,Low Responsiveness,False,No incentive,lodging,Upscale Hotel,The Hoxton Paris,—,0.1135413793805158,0.1135413793805158,0.1033795397602929,1632.65,564.9911936532612,1633.93,0.3543102321433706,1.0,0.2,0.51104
M03663,gold,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Cheongdam Carb Snack,Spend & get-back at Cheongdam Carb Snack,0.12438546168959505,0.12438546168959505,0.11341318846064546,1802.08,753.213074922084,1802.08,0.3518310375398459,1.0,0.42857142857142855,0.24855
M03664,platinum,Japan,Already Loyal,False,No incentive,transport,Rail & Metro,Wynyard Station,—,0.13806605348941794,0.13806605348941794,0.07170910401265378,26885.420000000002,3933.725324368512,28592.78,0.31801223900636294,1.0,0.07142857142857142,0.3025625
M03665,core,United States,Category Loyalist,True,Category-specific reward,retail,Premium Retail,Suria KLCC,Premium Retail reward (retail),0.1832382203831674,0.1832382203831674,0.15805609012212718,382.67,868.0031252920927,1833.67,0.7328076955591806,1.0,0.16666666666666666,0.39444999999999997
M03666,gold,Singapore,Category Loyalist,True,Category-specific reward,retail,Premium Retail,고래사어묵,Premium Retail reward (retail),0.1289019351991108,0.10288950447238836,0.11896776864239328,1939.21,855.4627957544335,1939.21,0.502316897533836,1.0,0.125,0.055400000000000005
M03667,core,Australia,Category Loyalist,True,Category-specific reward,dining,Fine Dining,DIY Box,Fine Dining reward (dining),0.16681757557044669,0.16681757557044669,0.14061380918145883,272.49,516.9061447712027,282.84,0.5914606267148205,1.0,0.0,0.316
M03669,core,Singapore,Low Responsiveness,False,No incentive,lodging,Hotel,Hotel Collins,—,0.11381179373172004,0.11381179373172004,0.16050604905496824,2452.54,1445.4042415253928,2452.54,0.3064612763995602,1.0,0.0,0.04
M03670,core,Australia,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),retail,Premium Retail,Lane Crawford,—,0.14615951759095444,0.11939129882135649,0.16524193974036655,4263.9800000000005,554.9880561626164,4266.92,0.4282781289572117,1.0,0.2727272727272727,0.3601666666666667
M03671,core,Hong Kong,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Bird Land,Spend & get-back at Bird Land,0.1664243930647651,0.1264630381984615,0.1516834339518972,6913.54,1884.6751462846723,6913.54,0.31769608257608406,0.9333333333333333,0.4,0.09745
M03672,gold,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Din Tai Fung ION,Cashback at Din Tai Fung ION,0.15967749950534757,0.11764244055713449,0.12254119208495133,4234.3,748.0390474117686,4963.59,0.40548601542929735,1.0,0.25,0.21109999999999998
M03673,gold,Singapore,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Cà Phê Goethe,Fine Dining reward (dining),0.18191820491044153,0.18191820491044153,0.13943547083968807,618.32,1431.6380788644467,1105.31,0.5199305378048977,1.0,0.2727272727272727,0.56624
M03674,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,transport,Rail & Metro,Toei Subway,Cashback at Toei Subway,0.12263967847963583,0.11518730119186996,0.15492162613917695,3382.37,2192.5162115817966,4008.2000000000003,0.35246247008661435,1.0,0.14285714285714285,0.232425
M03676,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Two Fingers,Spend & get-back at Two Fingers,0.1656097922570533,0.11945873336333587,0.15132353204207435,6898.12,826.3481198068416,6898.12,0.2637851281336304,0.9,0.5,0.05026666666666666
M03677,platinum,Singapore,Already Loyal,False,No incentive,dining,Fine Dining,Ginza Kagari,—,0.13776556789281563,0.11451626457306045,0.10738527435250812,11805.119999999999,74.81395322547587,11805.119999999999,0.43270326515518753,1.0,0.125,0.1031
M03678,core,Singapore,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Breizh Café,Breizh Café voucher,0.16145037381900298,0.12210098716211037,0.15921536892282406,5710.03,680.939893465622,6930.33,0.508427326974635,0.8484848484848485,0.2727272727272727,0.3394888888888889
M03679,core,Hong Kong,Threshold Chaser,True,"Spend X, get Y back",dining,Cafe & Coffee,Espresso Bar International,Spend & get-back at Espresso Bar International,0.16806555056524175,0.1319724752423195,0.1545230038359299,8014.590000000001,1245.498502900777,8014.59,0.4269013629476793,1.0,0.5,0.160625
M03680,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Curry Bowl,Cashback at Curry Bowl,0.1525714062792418,0.11452460467749262,0.16952825817613287,3353.0099999999998,89.41238722987913,3353.0099999999998,0.40599859964829405,1.0,0.0,0.04
M03681,core,Hong Kong,Category Loyalist,True,Category-specific reward,lodging,Upscale Hotel,Hôtel Particulier Montmartre,Upscale Hotel reward (lodging),0.24052155402863867,0.24052155402863867,0.2701025601236003,289.85,702.6228381600777,288.85,0.6397672816244176,1.0,0.3333333333333333,0.04
M03683,core,Japan,Immediate Value Seeker,True,Cashback / statement credit,lodging,Hotel,Hotel Nunu,Cashback at Hotel Nunu,0.13165671687303443,0.13165671687303443,0.16823863000428674,1024.58,696.2242682644394,1030.58,0.3187783105264957,1.0,0.14285714285714285,0.23827500000000001
M03684,gold,Hong Kong,Points Optimiser,True,2x / 3x points,retail,Premium Retail,Merci,3x points on retail,0.1443391546490536,0.11863262383037805,0.10111233082590225,4034.0299999999997,984.0617900259897,4039.65,0.35405953313936295,1.0,0.1,0.20456666666666667
M03685,centurion,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fast Food,KFC,—,0.1387532954824709,0.1387532954824709,0.1073591353659841,50.44,102.85928738010604,412.44,0.6106474599136666,1.0,0.0,0.38655
M03686,core,Singapore,Category Loyalist,True,Category-specific reward,dining,Cafe & Coffee,SaoMai Coffee,Cafe & Coffee reward (dining),0.32537333901220644,0.32537333901220644,0.21475392491405665,84.61,443.60706714935145,84.61,0.71598938326998,1.0,0.0,0.316
M03687,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Nishiki Market stalls,Cashback at Nishiki Market stalls,0.17411771403551254,0.1349381116242131,0.1749159926685593,1334.77,1142.457731069465,1461.24,0.3224685997683617,1.0,0.2727272727272727,0.3445666666666667
M03688,core,Hong Kong,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,BHV Marais,Cashback at BHV Marais,0.16254607445526292,0.12156029302326189,0.17377772993369867,1371.9299999999998,578.2935425884076,1417.15,0.3195699933141311,1.0,0.2222222222222222,0.17903333333333335
M03689,core,Japan,Category Loyalist,True,Category-specific reward,dining,Fine Dining,Ginza Kagari,Fine Dining reward (dining),0.11959650056698765,0.11959650056698765,0.1532687578530043,2088.03,21.029800792627192,2088.03,0.5855668028131774,0.75,0.75,0.1166
M03690,platinum,United States,Points Optimiser,True,2x / 3x points,lodging,Upscale Hotel,Montebello Splendid,3x points on lodging,0.2106775986676909,0.2106775986676909,0.16694240563020615,1153.21,3058.6053531259013,2041.49,0.48957341064016424,1.0,0.18181818181818182,0.4428
M03691,core,United States,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Desso,Cashback at Desso,0.1690094047693403,0.12207528574281995,0.17600490576834799,2088.42,838.3369401613095,2098.12,0.3320213725763092,1.0,0.2727272727272727,0.220975
M03693,gold,Singapore,Already Loyal,False,No incentive,retail,Premium Retail,Mitsukoshi Ginza,—,0.13685809715976233,0.1238344039194679,0.08751704937882418,8829.95,1240.768413461564,9783.720000000001,0.2923496866296762,0.9565217391304348,0.391304347826087,0.20720000000000002
M03694,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),dining,Fine Dining,Yung Kee,—,0.13789113721888,0.13789113721888,0.15688787302772056,553.99,0.0,612.46,0.5360917202806749,1.0,0.4,0.47025
M03695,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,lodging,Hotel,Langham Place Hotel Mongkok,Cashback at Langham Place Hotel Mongkok,0.11850337185213755,0.11850337185213755,0.15920706595371087,1604.6799999999998,458.01284211425707,1788.13,0.2692914414965203,1.0,0.35294117647058826,0.20854
M03696,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Campo de' Fiori market,Cashback at Campo de' Fiori market,0.20118231047033636,0.20118231047033636,0.24248108737021062,665.1999999999999,1879.973120996477,689.5899999999999,0.39914682982510613,1.0,0.0,0.3037666666666667
M03697,gold,United States,Merchant Explorer,True,Merchant-specific voucher,dining,Fine Dining,Armando al Pantheon,Armando al Pantheon voucher,0.16033686969187572,0.12128637697764423,0.11248332996238196,5826.79,1530.961849553757,6438.05,0.33394120833197555,1.0,0.2962962962962963,0.347825
M03698,core,United States,Immediate Value Seeker,True,Cashback / statement credit,retail,Premium Retail,Merci,Cashback at Merci,0.1436385869887811,0.11618105223636292,0.1372916223307411,5195.12,949.8502882213695,5199.96,0.29344501769444703,0.8823529411764706,0.058823529411764705,0.31552
M03699,gold,Hong Kong,Points Optimiser,True,2x / 3x points,retail,Premium Retail,Ladies' Market,3x points on retail,0.15697540412649014,0.12883329727849088,0.10595573966901235,3010.5,300.66777465468874,3010.5,0.36428468588915164,1.0,0.25,0.09000000000000001
M03701,core,Singapore,Category Loyalist,True,Category-specific reward,retail,Local Shops,Ubud Art Market,Local Shops reward (retail),0.4,0.4,0.4,13.65,103.41350217245414,18.5,0.6131336742147553,1.0,0.0,0.8005
M03703,core,United States,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Breizh Café,Cashback at Breizh Café,0.124326663413951,0.124326663413951,0.16542886761569497,494.19,61.36691780531856,494.19,0.2797225707724671,1.0,0.25,0.04
M03704,core,Singapore,Fee-Sensitive Traveller,False,No incentive (FX-offset out of scope),lodging,Budget & Hostel,Hilton Da Nang,—,0.1413789055661529,0.1413789055661529,0.1178430749973365,51.62,182.27981114809705,117.82,0.489820072285287,1.0,0.0,0.55825
M03705,core,Singapore,Immediate Value Seeker,True,Cashback / statement credit,dining,Fine Dining,Gion Duck Noodles,Cashback at Gion Duck Noodles,0.18934812241578325,0.18934812241578325,0.2179208374712548,586.25,622.8350249730449,585.25,0.38837785113573553,1.0,0.3333333333333333,0.1166
M03706,core,Singapore,Threshold Chaser,True,"Spend X, get Y back",dining,Fine Dining,Gion Karyo,Spend & get-back at Gion Karyo,0.18787565590498428,0.18787565590498428,0.22189437301498702,906.6700000000001,976.5062352741292,905.6700000000001,0.38348507311179514,1.0,0.5,0.2163
M03707,core,Japan,Low Responsiveness,False,No incentive,retail,Premium Retail,IFC Mall,—,0.11541808939586472,0.11541808939586472,0.16996958299342435,1285.11,0.0,1302.72,0.297459322572612,1.0,0.5,0.41883333333333334
M03709,core,Australia,Already Loyal,False,No incentive,retail,Premium Retail,BHV Marais,—,0.15065415829389836,0.12707215774306985,0.1461949518834588,6003.7300000000005,692.4269461897206,6941.08,0.39330261297665187,0.9047619047619048,0.23809523809523808,0.35705000000000003
M03710,gold,United States,Already Loyal,False,No incentive,retail,Premium Retail,Woolworths Metro,—,0.1386505837856818,0.1133541750369841,0.09525653553439828,6988.58,1852.3965198613,6988.58,0.27310481844132983,1.0,0.14285714285714285,0.0783
M03711,gold,United States,Category Loyalist,True,Category-specific reward,lodging,Upscale Hotel,Marriott Singapore Orchard,Upscale Hotel reward (lodging),0.16175209769436463,0.12435385618276634,0.11518486646887617,5610.64,0.0,6863.6,0.5979730689985687,1.0,0.42857142857142855,0.27335
